29,positive,__HNDL __HNDL Personally Im looking forward to Sonys presser tomorrow about the new Xperia p
30,positive,DEAL ALERT Heres a 3rd party battery w great reviews __HNDL compatible with Sony CineAlta amp Blackmagic URSA cams __URL 
31,neutral,Aqua blue PS Vita debuts in November Sony is introducing an aqua blue PlayStation Vita and will begin selling it __PUNC_ELLP __URL 
32,neutral,Sony may release first smartphone with 4K screen The Star Online __URL __HASH_NEWS
33,neutral,Do I know anyone in LA with a Red Sony C300 or Sony fs7 that I could rent or borrow tomorrow night 9 2 for a few hours __PUNC_QUES 
34,neutral,__HNDL For any information on this we ask that you contact Sony directly Apologies for the inconvenience this may cause AI
35,neutral,Rich Guys __NEG Make Other Rich Guys Look Bad Its the 1st Law Of Rich Guys or something In the end even Sony __PUNC_ELLP __URL 
36,positive,Sony may just have made my new phone Thats a brilliant line up that nails practically everything Lets see what the reviews say 
37,negative,Exactly why Ill __NEG buy Sony Those 1st class ass kissers are dick pulling the media for high scores on future games LOL __HNDL
38,neutral,Sony may have cut scenes from __HASH_WILLSMITHs film __HASH_CONCUSSION to avoid angering the NFL __PUNC_EXCL __URL __URL 
39,positive,__HNDL __HNDL But they make up for it in amazing 3rd party support And there are a handful of good 1st party Sony games
40,positive,New phone on Saturday __PUNC_EXCL Torn between Sony z3 or Samsung A5 which one would you recommend __PUNC_QUES 
41,neutral,Do you see Sony pulling shit like this __PUNC_QUES No __URL 
42,neutral,Sony went all out with this new high tech smartphone Some may question if anyone needs this phone __HASH_J2150BB __URL 
43,neutral,We gonna hold a meetup on September 6th with SONY and other Japanese Giants __URL __HASH_DLDTELAVIV2015
44,neutral,Sonys pulling a __HASH_TASM2 by beginning pre production on a Goosebumps sequel even though the 1st one __NEG come out yet __HASH_FUCKINGSTUPID
45,neutral,__HNDL __HNDL __HNDL its Friday lets see if JL and Sony can resolve the issue Gut feeling is that they will go silent 
46,neutral,Sony Xperia Z5 Xperia Z5 Compact Price Xperia Z5 Premium Detailed Following the launch announcement on Wednesday Sony has reveale __PUNC_ELLP 
47,neutral,__HNDL It may be planned obsolescence but to me it just means I __NEG buy stuff from companies like Sony 
48,neutral,Xperia Z5 pre orders available at the Carphone Warehouse Sony may have only announced its ne __PUNC_ELLP __URL __HASH_TECH __HASH_TECHNEWS
49,neutral,__HASH_IFA2015 International Fair of Electronic Consumers of Berlin GER 4 9 Sep with Samsung Sony Sharp Epson Toshiba __URL 
50,negative,__HNDL Sony __NEG care about their exclusives they __NEG made a theme console for their exclusives __URL 
51,neutral,Everybody chill Sony may have a separate global flagship phone in the works Unfortunately there are __URL __HASH_TECHUPDATES
52,positive,__HNDL Marvel is in charge now no way Sony can get too involved to mess up the 3rd time plus they have a good director writers 
53,neutral,M Sony is gobbling up 3rd Party Exclusives Says the company that tried to steal away Tomb Raider Deadrising Rareware several indies __PUNC_ELLP 
54,neutral,The New York Times reported Tuesday that Sony executives seemingly softened Concussion to placate the NFL
55,neutral,What evidence is there that says North Korea hacked Sony or are we just a propaganda machine for the US Govt __PUNC_QUES __URL 
56,neutral,__HNDL Dunno about tinder style Sony had a thing called U that sat on top of __URL I think Looks dead now though
57,positive,Sony announced a new 500 GB PlayStation 4 bundle with Uncharted 4 will be in stored on October 9 for 400 in the US 450 in Canada 
58,positive,Huge play by __HASH_GEORGIA to get out of the shadow of their own goal line on 2nd down Lambert to Sony for a 48 yard gain Very accurate pass
59,positive,__HNDL I have always loved Sony Been watching the kid since his 8th grade 
60,neutral,__HNDL could hit the 3rd console war with __HNDL as you wrote about some of the characters that went over to Sonys side 
61,positive, the Sun daily Lenovo Sony and Marshall London on trend smartphones SOME smartphone trends come and go but __PUNC_ELLP __URL 
62,positive,__HASH_DIDYOUKNOW __PUNC_QUES One was once voted the 5th most popular song of all time in a poll conducted by Sony
63,positive,__HNDL Thats why I think it may be some weird last minute deal with sony Mirrors Edge had a solid 12 or so TVs
64,neutral,Im going to sony store tomorrow may go in debt i need to get a few things before its really too late
65,neutral,I am having some major problems with Sony so probably no upload tonight I promise 2 tomorrow though lt 3 
66,positive,Sony is __NEG anymore first to market with things awesome but are so good at being 2nd to market but first in value __HASH_AQUA
67,positive,Sony has their 1st __HASH_1 film of the summer as WAR ROOM fought off COMPTON 9 3M to 8 8M 
68,positive,Immensely enjoyable TV Song show Indian Idol Jr comes to a close today Well done Sony may the best kid win All the finalists were tops 
69,positive,Uncharted in March may just be the thing to bring me back to Sony
70,neutral,Should add in October 27 Read that folder on PC from the Sony leak with all the scripts amp production emails with a bottle of wine amp candle
71,positive,I do like that Sony formed that 3rd Party production team to assist with localization of games
72,positive,OK __PUNC_ELLP Sony has announced its playable games line up for the Tokyo Games Show 2015 September 15 Interestingly __PUNC_ELLP __URL 
73,neutral,Drew at Hitfix says the new Bond song will be released Tuesday SONY will __NEG tell the performer but rumors is Radiohead 
74,neutral,__HNDL sumo made the game Sonys in lead Sony decided the game release date they chose black friday to get more money 
75,positive,Jk may have found a way to record __PUNC_EXCL __HASH_UNTILDAWN using just the __HASH_PS4 __PUNC_EXCL Way to go Sony you are winning Hope it works out
76,positive,SONY War Room the faith based movie led the domestic box office over the U S Labor Day holiday weekend in its 2nd week in the cinemas
77,negative,I got no love for Sony They can disappear tomorrow someone else would just replace them and try harder for consumers __HNDL
78,neutral,Football world cup qualifier 2018 Iran vs India Watch it live on Sony six September 8 7 pm __HASH_BLEEDBLUE __HASH_LETSFOOTBALL Support Indian team
79,positive,Sony Pictures Last Monday Sony Pictures released the first theatrical trailer for Concussion the studios __PUNC_ELLP __URL 
80,positive,Sonys Project Morpheus Review A Virtual Reality Headset that May Change the Future of Gaming __PUNC_ELLP __URL __HASH_OCULUSRIFT __HASH_VR
81,negative,__HNDL For any info you would need to contact Sony Apologies for any inconvenience this may have caused AI
82,negative,Still waiting for my phone to come back from Sony bit lost __NEG it Hopefully back up by Thursday Last upload was from my PC 
83,positive,Tomorrow Morning it will be USA vs Brazil live on Sony Six HD at 6 AM __HASH_BRAVUSA __HASH_USAVBRA
84,positive,__HASH_SONY Sony Xperia Z5 Premium news Sony may have found a solution for the overheating Snapdragon 810 __PUNC_ELLP __URL __HASH_XPERIA
85,positive,__HNDL It is Deepika for Tamasha __EMOT_SMILEY __NEG sony he he he __PUNC_ELLP may be Sony is one of the brand partners
86,neutral,final vid going up tomorrow most likely depends on when i can get sony vegas back just gonna be my 4 fav clips with a simple edit 
87,neutral,Sam Smith to sing title song for Spectre the new James Bond film Sony confirms Song out 9 25 movie on Nov 6 
88,positive,It would be poetic if Nintendo became a Sony 2nd Party Developer It would also make choosing consoles every generation very easy
89,positive,What if tomorrow Apple is just like the Apple TV is now a game console and were going to take on Sony and Microsoft and Nintendo lol 
90,neutral,__HNDL Sony said 1hr 15m unless they got it wrong __PUNC_QUES Idk ill double check with them tomorrow
91,positive,Sonys 20th Anniversary sale going on now __URL 
92,positive,__HNDL __HNDL __HNDL MS is using the strategy that Sony used last gen spend more on 1st party nd less on marketing deal
93,positive,PS4 Firmware 3 0 __URL As some of you may know Sony is releasing the 3 0 update for the PS4 sometime in the near
94,neutral,Hmm Diablo II Ultimate Evil edition is on sale for Sonys 20th Anniversary But __NEG know anyone playing on PS4 to make it seem worth
95,negative,PSN is down for some users __NEG all No prior warning from Sony either can you sign in right now __PUNC_QUES RT __URL 
96,positive,Sony and Zeiss showdown __PUNC_EXCL Announcement on Friday 11 is __NEG just about camcorder and Otus __PUNC_EXCL 
97,positive,20 years ago today Sony released the 1st Playstation in the states We are feeling pretty old in the van today 
98,neutral,__HASH_TV Sony taunts Apple with game on message on PlayStations 20th anniversary Sony has also taken noti __PUNC_ELLP __URL __HASH_SONY
99,positive,Sonys 20th anniversary for the classic PlayStation __PUNC_EXCL __EMOT_LAUGH __HASH_20YEARSOFPLAY
100,neutral,Apple and Microsoft the 1st pairing in Tech Bastards cinematic universe Stay till after the credits to see them eating shawarma with Sony 
101,positive,Tearing through the blu ray of Star Wars Rebels Screw Force Friday its Force Everyday __PUNC_EXCL 
102,positive,It may have been our trip to Disney and the release of all the new __HASH_STARWARS stuff but Jose and I are totally in a Star Wars mood
103,positive,This girl all over me cause Im watching Star Wars for the 1st time __PUNC_ELLP __HASH_ONLYINLA
104,positive,Dad went into my room and saw me watching Star Wars Dad Ill get you the whole saga __PUNC_ELLP And may the force be with you hes the best lt 3
105,positive,Force Friday Hear new Star Wars villain Kylo Rens voice for the first time __PUNC_ELLP Digital Spy UK __URL 
106,positive,I have practice tomorrow but all I want to do is watch Star Wars __HASH_STARWARS __HASH_THESTRUGGLE
107,positive,Playing Star Wars Monopoly listening the Star Wars Imperial March best mood ever
108,positive,the force is strong in my family Star Wars the force awakens December my people __HASH_IJUSTNERDEDSOHARDMYGLASSESBROKE __URL 
109,neutral,Heres what __HNDL gets wrong about Star Wars toys and right about Force Friday __URL via __HNDL
110,positive,All the existing Star Wars movies are finally being made available as legitimate digital downloads beginning April 10 
111,neutral,__HNDL Um __PUNC_ELLP I __NEG know how familiar you are with Star Wars but I was at the shops on Saturday and it was EVERYWHERE 
112,positive,We are launching __HASH_MAYTHEFORCEFACTS on a Monday __PUNC_EXCL Every Monday at 12pm for the rest of the year get interesting facts about Star Wars __PUNC_EXCL 
113,positive,Spend a few minutes this morning with one of the loveliest people in the whole Star Wars family Anthony Daniels __URL 
114,positive,__HNDL it ends with Star Wars in December
115,positive,Im going to Target today solely to look at Star Wars toys I missed Force Friday due to filming 
116,positive,Star Wars sale at Games Republic up to 75 off __PUNC_EXCL May the savings be with you __URL 
117,positive,Sat in the Hard Rock Cafe with my new Star Wars T Shirt on and apparently I JUST missed George Lucas by a minute __PUNC_ELLP No words
118,positive,New on Ebay __PUNC_EXCL Star Wars in the USA STAR WARS 30TH ANNIVERSARY SAGA LEGENDS R2 D2 FIGURE __URL __URL 
119,positive,__HNDL Was it expensive __PUNC_QUES Im curious bc I know my brother LOVES collecting toys and he loves STAR WARS his bday is in November
120,positive,Brian C Eury want to go see Star Wars at midnight in December when it comes out and wear one of these __PUNC_QUES __URL 
121,neutral,If youre married to someone who __NEG like Star Wars may divorce be with you 
122,negative,Everyone should most definitely __NEG go watch Star Wars on December 18th because itll be a terrible movie
123,positive,Just in Star Wars fanatics now have a new social media site to interact with each other called ForceBook may the source be with you __EMOT_WINK 
124,positive,__HNDL __NEG about that but therell be many more things youll get excited about Star Wars coming out in Japan before Dec 18 
125,positive,They have Star Wars crocs __PUNC_ELLP I may or may get them tonight
126,neutral,Did Disney make back 3 4 of the 4 billion it paid for Lucasfilms __PUNC_QUES Force Friday 3b in Star Wars merchandise sales __URL 
127,positive,Hot Wheels takes over NYC with a fleet of Star Wars First Order Stormtrooper vehicles to celebrate Force Friday __URL 
128,positive,Since Star Wars is coming this December I guess fans should take a moment to appreciate it __EMOT_SMILEY __PUNC_ELLP __URL 
129,positive,Why you are __NEG too old for Star Wars May the force be with you __PUNC_EXCL __URL 
130,positive,college apps or Star Wars for the 2nd time today __PUNC_QUES You already know
131,positive,__HASH_IAMACHRISTIANBUT I use Star Wars Star Trek Lord of the Rings or a cheesy 80s movie reference in almost every Sunday School lesson 
132,positive,I __NEG stop watching Star Wars videos on YouTube I just need December to come now __PUNC_EXCL 
133,positive,Going to read some of the next book Smugglers Run before going to sleep I may be reading too much Star Wars __PUNC_ELLP 
134,neutral,In the mood to watch Star Wars but its like 2 and I have class tomorrow
135,positive,The Force Awakens Shoppers strike back as Star Wars mania returns __URL via __HNDL may the force be with you __PUNC_EXCL 
136,positive,I __NEG told anyone but I bought about 30 in Star Wars merch on force Friday and Im proud of it
137,positive,Star Wars is now out a day early on the 17th __PUNC_QUES Rushes to book an extra days annual leave __HASH_100DAYSTOGO __HASH_STARWARSTHEFORCEAWAKENS
138,positive,Shop the Orange Tuesday Flash Sale for the Best Halloween Costumes Star Wars Ewok Infant Toddler Costume __PUNC_ELLP __URL 
139,negative,__HNDL Ive had problems with my email and __NEG received any information for Saturdays Star Wars secret cinema Can you resend __PUNC_QUES 
140,neutral,Chris just said he likes Star Wars more than me If I __NEG so relaxed that may have been a big argument haha
141,positive,Its official Star Wars to be released in the UK on the 17th of December __URL 
142,positive,December 18th is my last day of undergrad and the day that Sisters and Star Wars is released It will be a great day 
143,positive,__HNDL love it __EMOT_SMILEY I think my students may be a little over my Star Wars excitement at present Heh heh
144,positive,UK will get Star Wars on the 17th December a day before the U S Glad I __NEG put that holiday in For it yesterday __EMOT_LAUGH 
145,neutral,Who is watching Star Wars Episode 7 with me at the Waterloo IMAX on Dec 17th __PUNC_QUES 
146,positive,Star Wars is coming to the UK on December 17 IN YOUR FACE AMERICA __PUNC_EXCL 
147,neutral,__HNDL December 17th is the day for Star Wars most anticipated film of the year __PUNC_QUES 
148,positive,My Science Fiction page __URL Teach with Star Wars May the learning force be with you __URL 
149,positive,AMAZING Millennium Falcon Drone by Air Hogs __PUNC_EXCL Force Friday __PUNC_EXCL Star Wars Episode 7 Force Awakens News want want want __URL 
150,neutral,2nd graders in front of bus playing with Star Wars toys humming the theme song v loud
151,positive,YES __PUNC_EXCL Star Wars to be screened in the UK a day early now December 17th __PUNC_EXCL One day closer to The Force Awakens __PUNC_EXCL __EMOT_LAUGH __URL 
152,positive,Some great pictures emerging from the Force Friday event for Star Wars __PUNC_EXCL __URL 
153,positive,I was about to say UK better __NEG get Star Wars a week early But they __NEG 17th is thursday We get mad shows on Thursdays now anyways __PUNC_EXCL 
154,positive,Last Friday was __HASH_FORCEFRIDAY and this Wednesday the Journey to Star Wars The Force Awakens continues with __PUNC_ELLP __URL 
155,positive,Star Wars to come to UK a day early so its countdown from 100 days today __PUNC_EXCL __URL 
156,positive,Whenever Im thinking about negative bs __PUNC_ELLP I remember Star Wars Episode 7 comes out in December __PUNC_ELLP lol we just gotta make till Christmas dawg
157,positive,Big week in the House of Flo 1st day of Kindergarten 1st day of preschool son turns 6 amp gets to watch Star Wars amp a Birthday party __PUNC_EXCL 
158,positive,__HNDL __HASH_COMPETITION for a chance to __HASH_WIN new Star Wars episode 7 Puzzle just RT amp FLW ends Tuesday 08 09 15 6pm __HASH_FORCEFRIDAY
159,positive,The fact that ROWYSO started on Star Wars day May the 4th be with you wherever you are __HASH_ROWYSOREMEMBERALLTHEMEMORIES __URL 
160,positive,I need somebody to have a Star Wars marathon with before December __PUNC_EXCL 
161,positive,The new Star Wars film will be released here a day before the US The Force Awakens is out on the 17th of December __URL 
162,positive,Star Wars released a day earlier in the UK Thursday Dec 17th __PUNC_ELLP Tomorrow days will be booked off work for this day long remembered 
163,positive,__HNDL I think the expectations are so low in Avatar land it may be a sleeper Star Wars land is going to be tough to do right 
164,positive,Letting your professors know __NEG to schedule a final on December 17th and 18th because Thats the Star Wars premiere __PUNC_ELLP Yeah Im that kid
165,negative,__HASH_FORCEFRIDAY as a whole was pretty disappointing __NEG sure who dropped the ball retailers Hasbro or Disney Its Star Wars __PUNC_EXCL Cmon __PUNC_EXCL 
166,positive,Toy collectors amp Star Wars Fans may the force guide you to my store to find the Droid you are looking for __PUNC_EXCL __HASH_BB8 __URL 
167,positive,New __HASH_STARWARS comic out tomorrow Journey to Star Wars the Force Awakens Shattered Empire amp Darth Vader
168,positive,Disney whips Star Wars fans into frenzy with Force Friday event __URL 
169,positive,__HNDL __HNDL what Star Wars game released on Force Friday are you most interested in __PUNC_QUES 
170,positive,__HNDL btw did you see that Star Wars is now out on the 17th dec __PUNC_QUES 
171,neutral,Thursday September 10th is Star Wars Reads Day __PUNC_EXCL Check out our display of Star Wars titles on the main floor __PUNC_EXCL __URL 
172,negative,__HNDL I give zero shits about Star Wars and Im only mildly excited by Bond films Will I be seeing you on RHAP tomorrow __PUNC_EXCL __PUNC_QUES 
173,neutral,Collectors Corner Star Wars Force Friday Special Edition Let us guide you through the galaxy of Star Wars __PUNC_ELLP __URL 
174,positive,can it be December 18th already __PUNC_QUES I just wanna watch Star Wars The Force Awakens
175,positive,4 yr old who attended Saturdays Star Wars event came in today to tell me he made 4 new friends that day __HASH_CHILDRENSLIBRARIAN __HASH_LOVEMYJOB
176,positive,December 16 amp 17 will be the best two consecutive days ever NXT Takeover live in London and then Star Wars
177,positive,theres __NEG really anyone I know irl that gets passionate enough about Star Wars I need to find new friends before dec 18th
178,positive,Finishing Jurassic park for like the 100th time tomorrow Film class is gonna have a lot of reruns for me All the batman films Star Wars 
179,positive, Did you know Star Wars is coming out with a new movie in December __PUNC_EXCL __PUNC_QUES third grade boy
180,positive,__HNDL 1978 I missed Star Wars and Saturday Night Fever but made it in time for Grease so theres that 
181,neutral,Who wants to go see Star Wars ep 7 with me in December __PUNC_QUES 
182,positive,Why is it the Imperial March from Star Wars is playing im my head while I think about a new episode of __HASH_INKMASTER tonight __PUNC_QUES Lol
183,neutral,I have a Star Wars themed birthday party this Saturday But heres the downside 
184,positive,When we go over expectations I make it fun with Star Wars the Jedi Code of Conduct __URL __HASH_SDU46
185,positive,Just discovered the complete first season of Star Wars rebels is available for free On Demand Tomorrows work day just got AWESOME 
186,neutral,__HNDL I also cross trade for huddle and bunt I may quit Star Wars and want to cross trade __NEG want to be suspended again Thoughts __PUNC_QUES 
187,positive,Can December 17th get here any faster __PUNC_QUES I want to watch Star Wars already
188,positive,__HNDL __NEG wrong with that I was in 4th grade when Episode I was released Id seen the OT before but TPM is my Star Wars __PUNC_EXCL 
189,neutral,UK release of Star Wars Episode VII The Force Awakens to be a day earlier than expected Dec 17 __URL 
190,positive,Now the UK release of Star Wars The Force Awakened has been brought forward to our 10th wedding anniversary my wife might take the hint __PUNC_QUES 
191,positive,There is no perhaps when it comes to Star Wars __PUNC_EXCL You MUST __PUNC_EXCL May the power of the force compel you to do so __PUNC_EXCL __URL 
192,positive,Awaken the Force with these Star Wars themed gifts Like them you may __URL 
193,positive,My morning alarm is the Imperial March from Star Wars The feelings of dread act just like coffee 
194,positive,I want to have a Star Wars party for my 21st
195,positive,the UK is getting Star Wars 1 day earlier __PUNC_EXCL I might have to take the 17th of December off work
196,neutral,The release date for Star Wars The Force Awakens in the UK has been moved to a day earlier than originally advertised on December 17 
197,positive,Daily Video NYC Press Event with COVERGIRL and STAR WARS May the force be with you I a __PUNC_ELLP __URL via __HNDL
198,positive,Its Wednesday __PUNC_EXCL Best week in a long time Batman Harley Star Wars Saga Ant Man toys TONS more Love it __PUNC_EXCL __URL 
199,positive,Result in my 1st 2 packets of the Star Wars trading cards collection The dream team in foils __PUNC_EXCL __HASH_HAN __HASH_CHEWIE __URL 
200,negative,__HNDL it gave the impression the whole thing is a beery deconstruction of Star Wars for adult edgelords I may read it anyway
201,positive,And the show goes on __PUNC_EXCL Scorpions Sting at 3 p m Come down the sun is even peeking through 
202,neutral,Hes still wrong about Sting __EMOT_SMILEY __URL 
203,neutral,Sting will interfere and cost Undertaker the match this sunday Or its possible we could see the return of the masked Kane __HASH_SUMMERSLAM
204,neutral,Sting defeat the __HNDL 9 4 __PUNC_ELLP On to fullarton tomorrow night to face the __HNDL
205,positive,Ich habe ein __HNDL Video positiv bewertet __URL Sting saves Randy Orton from the Authority WWE Raw March 16 
206,positive,__HNDL thanks brother I feel the same shes a fighter __PUNC_EXCL She loves Sting so Im going to ask him to sign a card for her Saturday lol
207,positive,Preaching theme this Sunday David amp Bathsheba with band doing cover of Stings Every Breath U Take Ill be watching U __HASH_YEAHBABY
208,positive,Retweet Favorite if you want to see Masked Kane Sting and The Rock return this Sunday at __HASH_SUMMERSLAM __PUNC_EXCL __HASH_WWEFAMILY __URL 
209,positive,Stings in Brooklyn Sunday night its happening ITS HAPPENING __PUNC_EXCL __HASH_SUMMERSLAM
210,neutral,__HNDL Doubt it Rumor has it Kane may attack Lesnae because Lesnar Put him out Sting shows up sets up Taker vs Sting Mania 32
211,positive, 150823 Moo Party Mamamoo sang Sting with live piano 1st then back to MR Pictures fanarts messages from MooMoos were shown on the screen 
212,neutral,__HNDL Interference seems a foregone conclusion to set up a 3rd match at WM __PUNC_ELLP unless Sting shows up tonight and screws Taker 
213,neutral,If Sting is on RAW tomorrow then there is no doubt he will confront The Undertaker to build towards a match at WrestleMania 
214,positive,__HNDL yea definitely but I just saw a report that Sting is coming to RAW tomorrow and Taker going be at raw could be interesting
215,positive,Rumor has it that Sting will appear on __HASH_RAW tomorrow night 
216,positive,__HNDL Sting could always have another match before I just read hes gonna be on Raw tomorrow 
217,positive,Sting will be on RAW tomorrow though so that should set up the taker Sting match
218,neutral,PWInsider reports that several sources indicate Sting flew back to New York City tonight which could mean he appears at RAW tomorrow night 
219,neutral,__HNDL __HNDL __HNDL instead responded to Stings statement Hai Sting san __PUNC_EXCL May the guild with more 
220,neutral, Sting may be appearing tonight how many times have we heard that in the last 2 months __PUNC_QUES Ill believe it when I hear the crows __HASH_RAW
221,positive,__HNDL If you wanna do Rock vs Brock and Taker vs Sting at wm 32 Survivor Series on his 25th anniversary would be the place to end it
222,positive,Rumor Roundup Aug 24 2015 Raw tonight WrestleMania Sting return Divas Revolution more __PUNC_EXCL __URL via __HNDL 
223,positive,Looking forward to Monday Night Raw I have a feeling well be seeing Ric Flair in the ring with Sting tonight __PUNC_EXCL __HASH_WWERAW __HASH_WCW
224,positive,And it all ends with Sting __PUNC_EXCL Monday Night Raw was absolutely WAY more better then Summerslam __HASH_STINGVSROLLINS __HASH_RAWBROOKLYN
225,positive,That was one of the best Monday Night Raw shows Ive seen in a while finishing off with Sting __PUNC_EXCL Could we see __HASH_ROLLINSVSSTING
226,positive,Including his TNA title wins Sting is a 14 time World Champion Beating Seth would tie him with Cena for 2nd of all time __HNDL __HASH_RAW
227,positive,great RAW tonight __PUNC_ELLP 1st the Dudley Boys and then to end with Sting __PUNC_EXCL __HASH_WWERAW __HASH_WWE
228,neutral,__HNDL if Sting is in a Rollins story line whos the next rumored 3rd man for Reigns Ambrose __PUNC_QUES 
229,neutral,I gotta mute __HNDL on Mondays Good to see Sting sucks it was in twitter I guess back to San Andreas it is 
230,positive,Sting winning at __HASH_NIGHTOFCHAMPIONS results in either Sting vs Taker at Mania or Sting vs Cena and Ive got a bad feeling its the 2nd option
231,neutral,Sting wins title and vacates it the next night on Raw goes in to hall of fame in April __PUNC_ELLP 
232,positive,Sting is back and the Dudleys return __EMOT_LAUGH Quite an eventful Monday Night Raw on the whole Lesnar Dallas though XD __HASH_RAWBROOKLYN
233,positive,__HNDL __HNDL And itd work Seth getting the rub and being Stings 2nd ever opponent a month long reign with both titles is BIG
234,positive,__HNDL so tomorrow we should try amp plan a trip to see the next PPV as Sting might be world champ __PUNC_EXCL 
235,positive,I liked a __HNDL video __URL Seth Rollins vs Sting the Returns 2015 WWE Raw Aug 24
236,positive,I honestly think Im still Marking Out from last nights __HASH_RAW __PUNC_ELLP 1st the Dudley Boyz __PUNC_ELLP Then Ric Flair __PUNC_ELLP And then Sting __PUNC_EXCL __EMOT_LAUGH __HASH_WWE
237,positive,STING vs Seth Rollins on September 20th for the World Title __PUNC_EXCL Amazing __PUNC_EXCL __URL 
238,positive,__HNDL well at least you can see Stings 1st WWE title win for only 9 99
239,negative,One issue I had with the Sting stuff But it also supporting one of my theories during Mania __PUNC_ELLP __URL __HASH_RAW
240,neutral,__HNDL Did you notice how the upper corners of Stings paint were gone b c he was in there so long __PUNC_QUES Cmon Seth take it home 
241,neutral,__HNDL Weve already been getting Christmas stuff in at work so I assume were just prepping for Black Friday even earlier and Sting is
242,negative,Cmon Vince __PUNC_ELLP were __NEG stupid We all know Stings going to job to Rollins to make him look strong 
243,positive,Loving the Sting stuff amp especially loving the way Triple sold it all __PUNC_ELLP STING WAS IN THE BOX __PUNC_EXCL __URL __HASH_RAW
244,positive,The Sting stuff just being great amp loving how Triple H sold the big reveal __PUNC_ELLP __URL __HASH_RAW
245,neutral,__HNDL Cena with that broken nose And if Sting is in the title chase Paul HH may have killed that Cena Rollins feud 
246,positive,Im getting the gut feeling that Sting will win the WWE title belt whichll drive the wrestling podcasters insane __URL 
247,positive,Rock out this Wednesday morning with this amazing song by Robert Downey Junior and Sting __PUNC_EXCL The lyrics are __PUNC_ELLP __URL 
248,positive,News on the Sting angle from Mondays RAW __HASH_WWE __HASH_RAW __HASH_STING __URL 
249,positive, __URL Pretty nifty way they got Sting into the ring on __HASH_RAW on Monday __HASH_WWE
250,neutral,__HNDL cmon you __NEG mark out if Sting was champ __PUNC_QUES Granted I realize Rollins __NEG dropping the strap to him but for nostalgia __PUNC_QUES 
251,neutral,__HNDL Do you guys think The Icon Sting will ACTUALLY get his 1st victory in WWE __PUNC_QUES If so when and where will he get it __PUNC_EXCL __PUNC_QUES __HASH_WZDAILY
252,neutral,Maybe if Sting had her on Monday his facepaint wouldve made it to 11pm __URL 
